Time in ms,X in mm,Y in mm,Z in mm
24192.52419,246.96,318.51,483.03
24223.79708,246.84,318.42,484.74
24253.60823,246.72,318.62,481.35
24282.28903,245.26,318.62,480.62
24314.23998,246.15,318.91,482.39
24345.63303,247.01,318.39,483.51
24378.39174,246.11,318.57,480.85
24412.89639,246.75,318.64,480.55
24443.54939,246.78,318.62,480.71
24472.31936,246.27,318.51,483.09
24504.77266,246.79,318.55,482.25
24531.91185,246.34,318.47,483.22
24561.91921,245.34,318.62,479.88
24595.43109,246.48,318.45,482.89
24628.18551,247.1,318.74,484.91
24661.56721,246.64,318.42,482.9
24696.93279,246.84,318.58,479.52
24727.40149,246.43,318.91,481.59
24759.974,246.5,318.45,482.58
24795.80116,245.46,318.6,480.53
24826.66612,246.62,318.13,482.78
24858.62994,246.21,318.55,481.73
24895.21408,246.4,318.58,480.9
24927.91438,246.99,318.76,483.59
24961.91263,246.63,318.39,482.45
24997.48397,246.64,318.41,482.81
25040.46297,246.76,318.44,482.65
25077.4734,246.5,318.43,482.59
25108.69145,246.19,318.43,481.63
25150.11883,244.54,318.37,482.25
25189.96572,246.11,318.31,482.49
25235.57878,246.81,318.83,480.89
25291.62049,246.18,318.43,480.61
25341.16769,246.31,318.84,480.8
25395.80822,246.93,318.51,481.03
25447.19481,246.5,318.44,482.84
25532.75561,246.03,318.45,482.13
25565.28234,245.86,318.44,481.08
25600.70419,247.04,318.8,481.99
25633.57854,246.54,318.84,480.31
25664.98899,246.81,318.76,481.69
25699.72134,247.14,318.76,483.65
25731.18639,246.33,318.39,483.47
25763.3667,246.2,318.62,481.21
25795.52102,246.2,318.57,482.4
25829.42128,246.93,318.5,483.2
25861.37271,246.88,318.52,482.83
25897.18819,246.86,318.52,482.93
25930.90796,246.5,318.5,482.58
25969.49482,246.64,318.92,482.17
26013.15165,245.17,318.57,480.26
26055.75752,246.61,318.45,483.27
26086.88259,246.14,318.55,482.5
26114.73846,246.73,318.59,482.37
26146.45624,246.95,318.47,483.92
26181.34069,246.73,318.58,480.1
26212.50796,245.98,318.64,480.63
26241.88185,246.99,319.05,479.82
26272.6028,246.14,318.48,481.7
26308.81596,246.48,318.49,482.63
26337.02874,246.46,318.47,483.0
26365.08107,246.5,318.6,481.16
26393.90945,246.42,318.9,482.85
26423.7175,246.82,318.46,482.5
26455.04785,246.82,318.52,482.38
26483.98852,246.37,318.5,482.61
26514.12034,245.29,318.61,480.8
26549.20745,246.08,318.5,482.6
26581.32696,246.03,318.5,481.77
26613.84583,246.67,318.53,481.81
26642.71975,246.85,318.86,482.97
26676.1899,246.8,318.37,483.49
26709.55276,246.58,318.45,482.57
26739.06589,246.72,318.53,482.19
26764.90855,246.83,318.47,482.78
26798.2409,246.2,318.49,481.75
26828.75967,246.64,318.44,482.28
26862.90741,245.87,318.87,481.15
26902.87113,244.51,318.37,482.39
26932.41024,244.91,318.84,481.47
26968.93716,247.03,318.33,484.64
26998.66676,246.66,318.46,482.92
27031.84509,246.2,318.72,477.56
27066.54716,246.58,318.54,481.93
27099.65158,246.82,318.91,480.88
27129.74286,246.76,318.02,483.8
27162.77409,246.89,318.87,484.0
27193.08662,245.18,318.61,481.35
27230.4039,245.78,318.57,480.7
27262.15768,247.05,318.89,481.73
27292.31596,246.87,318.45,483.02
27325.79875,247.13,318.98,481.59
27359.01642,246.03,318.67,480.33
27390.85102,246.16,318.63,481.29
27422.63603,246.88,318.49,483.72
27449.74279,246.61,318.69,481.11
27478.85776,245.71,318.64,480.94
27507.73668,247.11,318.4,484.94
27533.58316,246.44,318.55,482.29
27562.22916,246.0,318.6,480.84
27591.21251,246.04,318.53,482.21
27617.07926,247.23,318.85,483.5
27648.12899,246.78,318.48,483.08
27679.89612,245.66,318.59,480.32
27709.45597,246.46,318.51,482.48
27741.40453,246.55,318.53,482.95
27774.61529,246.05,318.54,481.69
27803.31278,246.38,318.47,482.52
27833.07743,247.18,318.84,483.18
27865.07845,246.36,318.49,482.23
27892.36283,245.93,318.46,482.26
27921.90671,247.16,318.38,484.14
27953.24993,246.08,318.54,481.28
27987.24103,246.37,318.47,482.12
28015.99789,246.93,318.5,480.51
28051.13912,245.97,318.4,482.56
28079.12683,245.95,318.41,482.41
28108.69908,246.82,318.84,482.09
28141.675,246.29,318.35,483.23
28166.73613,246.8,318.46,481.0
28195.94693,246.66,318.37,483.29
28261.77287,246.44,318.84,482.09
28316.9806,246.54,318.79,481.78
28355.81446,245.48,318.51,479.53
28388.17573,245.82,318.52,480.89
28421.16594,246.91,318.91,482.1
28452.67344,246.31,318.6,480.99
28487.51283,246.55,318.6,480.78
28522.0964,246.55,318.55,482.46
28553.66755,246.18,318.57,481.59
28583.5259,246.96,318.47,484.3
28619.48633,245.11,318.63,480.83
28649.4751,246.67,318.46,483.2
28679.55375,247.14,318.42,483.47
28709.6982,246.67,318.49,481.23
28741.91046,246.26,318.47,482.27
28776.16978,246.89,318.85,481.12
28807.16085,246.15,318.42,481.53
28836.64608,246.97,318.84,482.0
28870.5194,246.96,318.4,482.07
28899.69826,246.1,318.47,481.85
28930.19795,246.6,318.9,481.83
28963.84478,246.24,318.49,481.32
28992.94138,246.17,318.88,481.87
29022.8982,246.53,318.43,483.02
29053.1497,246.81,318.45,483.51
29081.96163,246.77,318.59,482.39
29112.95581,245.68,318.72,479.54
29147.04013,246.44,318.58,481.8
29182.4286,246.82,318.5,482.65
29211.80177,246.73,318.5,483.26
29242.37466,246.7,318.49,483.16
29270.43009,246.75,318.49,482.4
29298.77114,245.98,318.45,482.67
29330.46627,246.11,318.88,482.4
29360.98027,246.56,318.42,482.79
29390.71107,244.42,318.4,482.02
29421.57221,246.88,318.49,481.72
29454.6299,246.78,318.5,481.44
29483.63566,246.54,318.55,480.49
29516.71672,246.86,318.44,482.6
29543.94174,246.9,318.37,482.96
29575.67477,245.09,318.47,480.88
29603.32847,247.14,318.33,483.99
29633.8315,247.04,318.88,480.26
29663.62715,245.96,318.38,481.53
29693.90273,247.15,318.73,483.19
29720.79182,246.92,318.89,481.0
29755.04684,246.38,318.38,483.36
29783.04124,247.26,318.78,483.65
29814.67795,247.02,318.54,481.93
29847.23783,245.87,318.6,481.36
29880.76258,246.75,318.52,482.03
29916.11552,245.94,318.63,480.76
29952.94762,246.63,318.53,481.68
29989.02965,246.47,318.51,482.27
30026.6211,246.7,318.46,482.59
30055.08733,246.3,318.47,482.77
30087.87465,246.87,318.56,480.37
30117.3315,246.81,318.45,482.22
30145.98155,247.16,318.79,484.1
30171.2172,246.45,318.38,482.81
30198.60053,246.16,318.44,481.86
30227.14925,246.32,318.48,482.24
30262.13789,245.9,318.48,481.37
30292.82022,246.61,318.42,482.45
30323.97199,246.57,318.85,481.56
30367.88416,246.82,318.44,481.61
30395.66803,246.88,318.89,480.25
30429.45147,245.68,318.52,480.69
30453.92323,246.47,318.45,483.05
30488.84869,246.45,318.43,482.73
30515.46979,246.33,318.52,482.14
30546.3829,247.06,318.45,482.69
30582.65233,246.75,318.54,480.45
30614.18176,246.98,318.33,485.12
30643.23449,247.18,318.75,483.55
30675.05074,245.84,318.49,481.13
30705.03783,246.74,318.86,481.57
30736.67407,247.15,318.77,482.22
30766.44778,246.61,318.42,482.22
30801.40424,246.21,318.92,481.71
30832.72052,245.56,318.62,479.96
30865.93914,246.65,318.5,482.48
30905.57766,246.45,318.51,482.32
30944.00501,246.89,318.51,484.34
30980.53312,246.94,318.51,483.31
31012.66861,245.95,318.69,479.56
31041.88895,246.45,318.99,481.21
31074.4884,247.28,318.81,483.55
31104.38633,246.13,318.52,481.94
31131.47879,246.42,318.52,482.81
31158.64158,246.93,318.57,482.86
31190.53268,246.48,318.56,483.16
31226.04322,246.45,318.53,483.11
31257.63941,246.5,318.51,483.02
31283.17475,246.25,318.62,480.95
31313.14254,246.95,318.51,483.01
31342.94963,247.3,318.88,482.88
31376.6017,246.45,318.45,482.93
31401.84927,246.09,318.88,482.39
31430.78089,246.31,318.57,481.59
